,Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
27311,M5,2022,Middle East,Red,Diesel,Manual,3.8,103780,71880,9810,High
14598,X5,2017,Europe,Red,Electric,Automatic,4.4,33170,89975,6862,Low
12074,X6,2020,Africa,White,Diesel,Automatic,4.4,97816,58157,3447,Low
41320,X5,2010,Middle East,White,Petrol,Automatic,3.1,196486,66176,5972,Low
28987,X6,2015,Middle East,White,Hybrid,Automatic,2.8,156302,31628,4717,Low
2098,3 Series,2022,North America,White,Petrol,Automatic,3.6,33197,36961,7644,High
19533,X5,2018,Middle East,Black,Hybrid,Manual,1.7,172719,101745,6659,Low
34939,X3,2012,Europe,Red,Diesel,Manual,3.2,144340,40170,5869,Low
8023,3 Series,2011,South America,Red,Petrol,Automatic,2.8,173957,65128,3624,Low
13253,i3,2010,Europe,Black,Hybrid,Manual,3.8,79443,110290,1234,Low
1985,M5,2020,Asia,White,Electric,Manual,3.3,192915,34043,1922,Low
26011,X5,2010,South America,Silver,Petrol,Manual,3.3,151707,74342,2175,Low
3335,7 Series,2017,South America,Silver,Hybrid,Automatic,3.2,67513,110132,6008,Low
26620,X5,2022,Middle East,Black,Petrol,Manual,3.1,185844,63036,8861,High
11744,5 Series,2019,North America,Grey,Diesel,Automatic,3.9,57994,37432,368,Low
18476,M5,2014,South America,Grey,Hybrid,Manual,4.1,122368,85462,2696,Low
47611,X5,2018,Africa,Blue,Diesel,Automatic,1.8,34134,55923,3285,Low
25536,X5,2014,Middle East,White,Petrol,Manual,4.1,54055,34683,9930,High
20864,3 Series,2019,Middle East,Grey,Petrol,Automatic,2.4,105668,53935,6683,Low
43446,i3,2010,Asia,Red,Electric,Automatic,4.2,139690,97156,6765,Low
8006,M5,2018,Europe,Silver,Hybrid,Automatic,1.9,53363,56656,1320,Low
29076,5 Series,2022,Middle East,Blue,Petrol,Manual,1.8,138768,83628,3877,Low
43720,X6,2024,North America,Silver,Hybrid,Automatic,3.2,73440,74453,1828,Low
23000,M5,2024,Middle East,White,Petrol,Automatic,4.7,129347,104567,4529,Low
28193,M3,2010,Asia,Silver,Hybrid,Automatic,2.9,136053,65629,1160,Low
21512,5 Series,2024,South America,Red,Hybrid,Automatic,4.7,9964,51988,9264,High
21024,5 Series,2016,South America,Grey,Hybrid,Manual,2.0,131614,39152,6705,Low
15294,i3,2022,Europe,Grey,Diesel,Automatic,3.8,21945,93651,4040,Low
11661,7 Series,2017,Asia,White,Electric,Automatic,3.6,43235,60063,9309,High
31718,i8,2018,Asia,Black,Diesel,Automatic,4.5,146282,116321,3019,Low
42115,X5,2018,Middle East,Black,Electric,Manual,1.8,58811,56720,3085,Low
28241,i8,2023,Asia,Red,Diesel,Automatic,2.5,166691,50543,336,Low
43151,X5,2016,Europe,Black,Diesel,Manual,1.6,124985,98903,6161,Low
9694,3 Series,2016,North America,Black,Electric,Automatic,2.0,92764,42208,6151,Low
25565,7 Series,2024,Europe,Black,Electric,Automatic,2.1,33502,33880,2228,Low
34444,X5,2016,Middle East,Black,Diesel,Manual,2.1,183991,104575,9993,High
14109,7 Series,2011,Asia,Blue,Diesel,Automatic,2.9,65165,80153,7408,High
12958,X1,2018,Europe,Black,Hybrid,Manual,3.6,7220,93741,4156,Low
23314,M3,2019,South America,Red,Hybrid,Manual,3.0,87891,62469,5916,Low
17926,X5,2010,South America,Silver,Electric,Automatic,4.7,143349,36298,4537,Low
20413,M3,2012,North America,Red,Petrol,Automatic,4.5,13512,57215,7102,High
22458,X6,2018,North America,Grey,Electric,Automatic,3.2,25834,115937,5814,Low
44362,X3,2014,South America,White,Electric,Automatic,1.8,50125,55347,4881,Low
5676,i3,2021,South America,Black,Hybrid,Manual,3.2,74396,45100,3605,Low
43366,M3,2013,Africa,Black,Diesel,Automatic,2.7,131289,75425,2137,Low
33871,X6,2013,Asia,Black,Electric,Automatic,2.4,79569,59811,6695,Low
609,i3,2014,Asia,Black,Diesel,Manual,1.8,190726,100453,3316,Low
30920,X1,2024,Europe,Blue,Hybrid,Manual,4.6,95146,54978,3514,Low
25259,X1,2023,Middle East,White,Electric,Automatic,3.6,72053,112581,8466,High
30393,7 Series,2017,Middle East,Silver,Petrol,Automatic,2.5,43078,71788,9902,High
38325,i3,2023,Asia,White,Diesel,Manual,4.3,194437,53198,7348,High
44288,i8,2010,Middle East,Grey,Electric,Manual,2.2,121294,94071,3937,Low
48464,X5,2022,North America,Red,Petrol,Automatic,3.3,70565,37519,4086,Low
9289,i3,2016,Middle East,White,Hybrid,Automatic,4.3,82792,97834,2627,Low
26406,M5,2022,Europe,Grey,Hybrid,Automatic,2.5,160905,94055,1577,Low
28058,i8,2022,Africa,Red,Electric,Manual,2.7,101237,52673,2575,Low
22295,M5,2019,North America,Black,Petrol,Manual,4.6,163267,103747,1729,Low
22051,X6,2021,South America,Blue,Petrol,Automatic,2.3,76979,53353,9719,High
44451,X1,2016,Africa,White,Electric,Automatic,3.4,88013,79256,5877,Low
12512,M5,2011,Africa,Grey,Petrol,Manual,2.3,191079,45371,1874,Low
48575,X1,2021,Africa,Black,Electric,Manual,3.1,113268,49938,9914,High
18775,7 Series,2017,South America,White,Petrol,Manual,4.1,141854,114599,4312,Low
15714,i3,2016,Asia,Grey,Hybrid,Manual,4.3,78024,76127,7443,High
7976,5 Series,2016,Africa,Silver,Electric,Manual,2.7,67936,61799,3909,Low
33175,X6,2019,Asia,Grey,Electric,Manual,4.9,86064,86694,1999,Low
47634,3 Series,2016,Asia,Black,Hybrid,Automatic,4.5,190215,93747,3995,Low
8344,X1,2023,Europe,Red,Hybrid,Automatic,4.3,118947,70487,5879,Low
30589,M3,2020,Asia,White,Diesel,Automatic,3.1,134528,91856,9143,High
11897,M5,2014,South America,Silver,Diesel,Manual,2.5,97104,35697,9297,High
25495,3 Series,2012,North America,Blue,Diesel,Automatic,1.9,175641,36602,7835,High
22321,3 Series,2011,Europe,Silver,Electric,Manual,3.5,130501,68835,2501,Low
17679,i3,2015,Asia,Black,Hybrid,Manual,2.3,53846,69664,805,Low
12469,X3,2019,Middle East,Silver,Diesel,Manual,2.4,91467,93052,1874,Low
4657,X5,2017,Africa,Red,Electric,Automatic,2.7,94696,70201,6080,Low
48393,M5,2015,Middle East,Grey,Petrol,Automatic,2.8,123100,41676,3568,Low
1687,X1,2016,Asia,Black,Electric,Automatic,4.8,594,104886,700,Low
22181,M3,2018,Middle East,Silver,Petrol,Automatic,4.7,40920,96527,7003,High
12791,3 Series,2011,Middle East,Grey,Diesel,Automatic,3.1,34052,35228,8486,High
8040,7 Series,2011,Asia,Red,Petrol,Automatic,4.3,160205,53472,3588,Low
31061,X1,2020,North America,Blue,Electric,Automatic,2.4,135734,106962,4314,Low
35026,i8,2014,Middle East,Red,Diesel,Automatic,1.5,126841,100470,9017,High
14829,M5,2010,North America,Grey,Hybrid,Automatic,3.6,143635,74390,2400,Low
38848,X5,2015,Asia,Grey,Petrol,Manual,3.7,5959,113788,2339,Low
20062,i3,2012,Asia,Blue,Electric,Automatic,2.5,2465,84030,2056,Low
28277,3 Series,2023,Middle East,White,Electric,Manual,4.9,185219,36592,8110,High
34547,3 Series,2022,Europe,Blue,Electric,Automatic,3.9,150767,70597,6775,Low
10904,3 Series,2023,North America,Red,Electric,Automatic,4.6,166391,105733,4173,Low
19220,X3,2013,North America,Silver,Electric,Automatic,3.2,91206,114217,660,Low
24429,X5,2016,Asia,Silver,Petrol,Manual,4.3,138358,88727,8433,High
47349,X1,2014,Europe,Blue,Diesel,Manual,2.1,135420,104605,2288,Low
18111,5 Series,2023,Europe,White,Hybrid,Manual,4.8,44237,30500,3913,Low
3541,i8,2015,Middle East,Red,Diesel,Manual,3.4,49218,86357,6772,Low
25562,5 Series,2015,Africa,Blue,Electric,Automatic,1.6,164376,103819,725,Low
6759,X1,2018,South America,White,Diesel,Manual,5.0,198319,59374,9561,High
33829,M5,2014,Middle East,Silver,Hybrid,Automatic,2.0,179742,47538,6183,Low
21275,3 Series,2016,Asia,White,Diesel,Manual,3.6,186105,44572,618,Low
38232,X1,2012,Middle East,Silver,Petrol,Manual,3.6,26701,50123,5978,Low
14350,X1,2011,Africa,Red,Hybrid,Manual,3.5,148066,106676,6557,Low
1226,M5,2013,Middle East,Red,Hybrid,Automatic,3.5,130708,56840,9352,High
9159,M5,2018,Asia,White,Diesel,Automatic,2.6,53648,81244,8639,High
25665,X1,2024,Asia,Red,Electric,Automatic,4.9,142304,37973,3613,Low
20544,X1,2016,Asia,Blue,Hybrid,Automatic,4.2,41973,44375,5466,Low
4119,X5,2016,Europe,Silver,Petrol,Manual,3.6,65329,113817,9637,High
277,X5,2010,North America,Grey,Diesel,Manual,4.6,53211,116928,9850,High
19036,X6,2015,Middle East,Black,Electric,Manual,2.6,108410,66531,2883,Low
20046,M3,2021,Europe,Black,Diesel,Manual,2.0,132224,65912,2357,Low
38648,7 Series,2022,Middle East,Grey,Electric,Manual,1.8,57483,97958,249,Low
37312,M3,2013,Middle East,Red,Electric,Automatic,2.6,198820,55767,1072,Low
853,3 Series,2018,South America,Blue,Electric,Manual,3.3,190650,60560,8121,High
43086,i3,2011,Africa,Red,Hybrid,Automatic,3.6,134014,95523,8420,High
46493,M3,2013,South America,Black,Hybrid,Manual,3.1,64930,32978,2505,Low
19535,X6,2015,South America,Red,Petrol,Automatic,1.9,152876,114824,8393,High
16463,X1,2019,South America,Red,Hybrid,Automatic,4.8,190203,88723,9183,High
36746,5 Series,2017,Africa,Black,Electric,Manual,3.0,1873,113053,3303,Low
29860,M3,2010,South America,Grey,Petrol,Automatic,5.0,186554,42657,6574,Low
884,7 Series,2012,Middle East,Blue,Electric,Manual,3.9,81509,110453,3265,Low
47842,X3,2024,Europe,Black,Electric,Automatic,2.9,142840,35617,7934,High
21461,M5,2021,South America,Silver,Electric,Automatic,3.2,46633,60859,1192,Low
9403,X6,2019,North America,Blue,Hybrid,Automatic,1.8,158776,74375,413,Low
33415,X1,2018,Middle East,Red,Petrol,Manual,1.6,62927,61345,6232,Low
40743,M3,2011,Africa,Black,Petrol,Manual,4.4,92550,64716,1276,Low
23976,X5,2021,North America,Black,Petrol,Automatic,4.1,114930,94170,5780,Low
28139,7 Series,2023,South America,Grey,Diesel,Automatic,4.6,73460,59440,8837,High
46078,i8,2018,Africa,Grey,Hybrid,Automatic,4.8,195326,110569,2294,Low
20717,X1,2010,South America,Grey,Hybrid,Manual,1.6,178228,114804,9260,High
27647,5 Series,2023,Africa,White,Petrol,Automatic,4.8,103047,115619,3656,Low
29970,X6,2019,South America,Blue,Petrol,Automatic,2.3,57660,76805,526,Low
24242,5 Series,2013,Africa,Red,Diesel,Automatic,3.5,129491,87127,900,Low
3035,7 Series,2014,Middle East,White,Petrol,Manual,4.3,72191,116491,3404,Low
6976,X5,2020,South America,White,Electric,Automatic,3.0,96898,52166,6196,Low
31765,3 Series,2021,Middle East,Blue,Hybrid,Automatic,2.5,179069,105840,5388,Low
23701,M5,2024,Asia,Silver,Hybrid,Manual,3.7,66304,103686,9578,High
22077,7 Series,2021,Middle East,Red,Hybrid,Automatic,3.8,96022,107573,2372,Low
19235,5 Series,2019,Europe,Black,Hybrid,Manual,3.4,104181,62183,2615,Low
19892,X3,2018,Europe,Black,Petrol,Automatic,4.8,182962,35793,998,Low
36414,X3,2014,Europe,Blue,Diesel,Manual,2.2,145448,85251,6972,Low
43915,X6,2012,Europe,Grey,Electric,Manual,2.4,25340,56055,612,Low
14697,X1,2015,Middle East,Silver,Hybrid,Automatic,2.8,160210,84474,5541,Low
28275,M3,2015,Europe,Blue,Hybrid,Automatic,4.1,75620,59124,8598,High
49861,7 Series,2020,Europe,Black,Diesel,Automatic,2.7,130879,84592,1426,Low
49924,7 Series,2011,Middle East,White,Hybrid,Manual,4.5,152065,99918,4138,Low
49959,X1,2021,Europe,Black,Petrol,Manual,2.3,166447,47748,1406,Low
10092,5 Series,2024,North America,Grey,Electric,Automatic,3.6,76012,54429,1126,Low
47576,5 Series,2024,North America,Silver,Hybrid,Manual,4.1,97061,43524,5106,Low
34858,5 Series,2011,Asia,Black,Electric,Manual,3.4,63548,64424,6467,Low
12805,7 Series,2015,Middle East,Red,Diesel,Automatic,2.4,9748,81602,8046,High
12422,X5,2015,North America,Black,Hybrid,Manual,4.3,153262,105785,2574,Low
28728,7 Series,2018,Asia,Silver,Diesel,Manual,3.6,180097,43362,4986,Low
41923,X5,2015,South America,Red,Electric,Manual,4.3,152831,115089,9904,High
28236,M5,2013,Europe,White,Petrol,Manual,2.1,112950,56831,4643,Low
23310,i8,2015,North America,Black,Diesel,Automatic,4.5,45920,100809,9601,High
27811,i3,2011,Europe,Black,Hybrid,Automatic,4.6,121158,65601,9759,High
14711,7 Series,2023,Europe,Silver,Electric,Manual,4.0,163306,78108,1151,Low
18794,5 Series,2019,Middle East,Silver,Hybrid,Manual,1.9,150085,54053,1714,Low
6888,5 Series,2014,Africa,Silver,Hybrid,Automatic,2.1,179540,45016,7508,High
771,i3,2013,North America,Grey,Petrol,Automatic,1.8,101623,80525,6481,Low
2767,5 Series,2010,South America,Grey,Electric,Manual,4.6,91172,49676,3953,Low
33762,X5,2021,Middle East,Grey,Diesel,Automatic,4.1,102430,96179,8931,High
43246,X5,2013,Asia,Grey,Petrol,Automatic,2.8,122407,80747,5100,Low
32832,i3,2010,Europe,Silver,Diesel,Manual,1.8,198191,50274,5451,Low
13062,X5,2010,Asia,Red,Hybrid,Manual,3.8,33352,88757,9607,High
44156,X1,2019,Middle East,White,Electric,Manual,2.9,137406,43567,1344,Low
34736,7 Series,2015,North America,White,Hybrid,Automatic,3.0,78957,113596,8864,High
24513,X6,2013,Middle East,Silver,Hybrid,Manual,3.1,172478,43793,5041,Low
46125,7 Series,2012,Europe,White,Petrol,Automatic,2.2,38675,99020,2987,Low
38234,M3,2015,North America,Grey,Petrol,Automatic,1.8,61877,90977,7956,High
25209,3 Series,2020,Europe,Grey,Electric,Automatic,3.2,8936,55502,4047,Low
26934,X5,2012,South America,Grey,Diesel,Manual,2.6,21791,95917,8703,High
21362,X1,2024,Middle East,White,Electric,Automatic,2.0,57646,78487,5323,Low
32640,X1,2022,Asia,White,Diesel,Automatic,4.3,3840,75013,5709,Low
46345,3 Series,2013,Middle East,Grey,Petrol,Automatic,3.8,128385,81525,1146,Low
22572,X3,2011,Europe,White,Petrol,Manual,1.9,30505,41564,6358,Low
31854,M3,2024,Africa,Red,Diesel,Manual,4.0,82704,43338,7465,High
5223,M5,2020,North America,Black,Petrol,Manual,1.6,172000,85553,9449,High
13179,X3,2012,Asia,Red,Electric,Manual,2.9,163991,74726,9351,High
17123,X6,2023,Africa,Grey,Petrol,Automatic,4.5,150589,37204,8564,High
20089,X5,2023,Asia,White,Diesel,Automatic,4.1,36862,65809,5891,Low
5966,i3,2022,South America,Black,Petrol,Automatic,4.0,146100,97550,5462,Low
36447,X5,2024,Europe,Grey,Electric,Automatic,4.5,183329,55703,575,Low
646,M3,2010,Africa,Red,Electric,Manual,4.0,15805,45507,1697,Low
3780,X3,2019,Asia,Silver,Hybrid,Automatic,3.4,73098,77739,7402,High
20231,X3,2023,South America,Red,Electric,Automatic,4.9,806,105791,9946,High
19263,X1,2019,Asia,Black,Hybrid,Automatic,1.9,4060,87998,8444,High
24761,M3,2016,Middle East,Red,Petrol,Automatic,4.6,33286,49941,5048,Low
17160,X3,2010,Africa,Silver,Electric,Automatic,3.1,156879,47075,2785,Low
30809,3 Series,2019,South America,Silver,Hybrid,Manual,3.2,92697,31456,5118,Low
19735,i8,2015,Europe,Red,Petrol,Automatic,3.3,199165,80714,3106,Low
47428,X6,2024,Middle East,Blue,Petrol,Manual,5.0,173719,60290,2381,Low
38059,i3,2024,Europe,Grey,Petrol,Manual,4.4,115901,96833,998,Low
429,5 Series,2010,Africa,Black,Diesel,Automatic,4.4,102278,35915,9841,High
9911,X5,2011,North America,Grey,Hybrid,Manual,3.0,66983,90560,7600,High
4016,X1,2010,South America,Black,Hybrid,Automatic,2.1,34806,76166,1050,Low
2975,X6,2010,South America,Red,Electric,Automatic,2.4,32488,108308,6501,Low
22227,7 Series,2020,North America,Grey,Diesel,Automatic,3.9,163009,30184,8365,High
46022,X6,2023,South America,Blue,Hybrid,Manual,2.8,128595,52307,3385,Low
31427,X5,2018,North America,Blue,Petrol,Automatic,4.3,83331,39007,5416,Low
38533,M3,2022,Europe,Red,Diesel,Automatic,2.9,90952,37533,273,Low
32233,X1,2010,South America,Grey,Electric,Manual,3.6,88222,47593,100,Low
37010,5 Series,2014,South America,Black,Petrol,Manual,3.2,22680,36065,9686,High
18750,5 Series,2015,Middle East,White,Petrol,Manual,4.9,3581,59990,2429,Low
46248,M3,2022,South America,Grey,Diesel,Automatic,3.4,54902,65868,7522,High
8409,X3,2020,Asia,Grey,Hybrid,Manual,2.1,145823,101187,5027,Low
10406,7 Series,2021,Middle East,Grey,Petrol,Manual,3.8,166069,115627,5253,Low
23955,M3,2016,Asia,Blue,Diesel,Automatic,4.7,60810,52421,7315,High
23041,i3,2017,North America,White,Hybrid,Automatic,2.8,46114,61665,9731,High
19833,M3,2018,Asia,Red,Petrol,Manual,4.8,130197,80852,4062,Low
48427,X6,2018,Africa,White,Hybrid,Automatic,4.6,197748,45644,5198,Low
7268,7 Series,2011,Middle East,White,Diesel,Manual,4.0,1787,54917,693,Low
44593,X6,2018,Middle East,Red,Petrol,Automatic,4.5,81265,77962,1705,Low
1138,M5,2015,Asia,Red,Hybrid,Automatic,1.8,54636,116729,4766,Low
4985,i8,2018,Middle East,Grey,Hybrid,Manual,4.9,81704,73261,3061,Low
2885,M5,2012,Africa,Blue,Petrol,Automatic,3.8,105146,108175,3204,Low
48413,M3,2017,Europe,Silver,Electric,Automatic,1.9,76086,96122,2018,Low
14977,i3,2020,Middle East,White,Diesel,Automatic,4.4,106561,103917,466,Low
38403,5 Series,2010,Africa,Silver,Electric,Automatic,4.1,157895,65430,4725,Low
23791,i8,2018,Africa,Blue,Electric,Automatic,3.0,8776,56900,602,Low
10993,7 Series,2018,Asia,Black,Petrol,Automatic,4.1,184519,66720,4862,Low
44421,M5,2016,Europe,Silver,Electric,Automatic,4.0,67705,82567,4974,Low
26581,X5,2018,Europe,Blue,Diesel,Automatic,4.8,146244,108218,5070,Low
3120,M3,2011,Middle East,Blue,Petrol,Manual,3.0,180726,91438,7352,High
39202,X6,2011,North America,Red,Petrol,Automatic,1.7,171335,101538,8571,High
37447,X5,2013,Africa,Red,Electric,Automatic,1.5,54675,36036,2395,Low
4057,5 Series,2023,Middle East,Silver,Electric,Automatic,1.9,89549,95077,4965,Low
31985,M3,2021,Asia,Blue,Diesel,Automatic,4.1,62355,54692,551,Low
49291,X6,2021,Asia,Black,Petrol,Automatic,4.2,196898,108858,7964,High
18869,i3,2013,North America,Blue,Petrol,Automatic,1.8,75397,56846,3969,Low
27739,X1,2011,Middle East,Silver,Hybrid,Automatic,2.5,43987,47531,1247,Low
7070,i8,2010,Africa,Silver,Electric,Manual,2.6,8912,94690,3584,Low
33874,i8,2014,Europe,White,Electric,Automatic,1.7,54872,98009,8854,High
29558,3 Series,2016,Asia,Grey,Petrol,Manual,4.2,22213,34219,6699,Low
17583,3 Series,2019,South America,Silver,Electric,Manual,4.2,96533,45701,9783,High
43156,M5,2014,North America,Red,Hybrid,Automatic,2.1,1299,83945,1884,Low
18583,M5,2022,North America,White,Electric,Automatic,2.0,85183,97928,1494,Low
13458,X1,2019,South America,Red,Hybrid,Automatic,4.9,60290,87830,5394,Low
17724,X1,2014,North America,Grey,Diesel,Manual,4.2,183829,52034,9860,High
4569,3 Series,2011,South America,Grey,Electric,Automatic,1.8,173448,83353,531,Low
31513,M3,2012,South America,Grey,Diesel,Automatic,1.7,31326,92413,7470,High
21496,5 Series,2022,Asia,Black,Hybrid,Automatic,3.8,23793,117838,8663,High
18175,7 Series,2012,Asia,Silver,Petrol,Automatic,4.9,133492,102408,249,Low
6329,3 Series,2016,Middle East,Blue,Electric,Manual,3.0,121105,54743,7286,High
14874,X6,2010,North America,White,Hybrid,Automatic,4.7,90677,76194,7342,High
40462,i8,2019,Europe,Red,Diesel,Manual,3.6,132556,67352,1162,Low
47441,M3,2016,South America,Red,Petrol,Automatic,4.8,73176,99724,7049,High
39230,i3,2023,Middle East,Blue,Hybrid,Manual,3.9,51871,103092,9800,High
30146,X1,2024,South America,Blue,Electric,Automatic,1.6,198683,36411,559,Low
49346,i3,2021,Middle East,Red,Electric,Automatic,2.8,153379,67042,563,Low
198,i3,2013,Asia,Black,Petrol,Automatic,3.4,115144,51327,9128,High
1448,3 Series,2017,Europe,Red,Petrol,Manual,1.9,14590,112410,3302,Low
17757,i8,2019,Africa,Blue,Hybrid,Manual,3.8,195274,105498,433,Low
44011,X5,2024,North America,Silver,Petrol,Automatic,3.1,73599,107595,7677,High
10268,M3,2024,North America,Grey,Petrol,Manual,2.4,152632,106746,1092,Low
32008,X3,2014,South America,Red,Petrol,Automatic,4.4,155659,100248,9843,High
20833,3 Series,2024,Asia,Silver,Electric,Automatic,2.7,184188,82693,1188,Low
34626,7 Series,2023,South America,Blue,Diesel,Manual,3.5,113657,86662,9540,High
8659,X5,2015,Europe,Black,Diesel,Manual,1.8,807,33576,6766,Low
10045,5 Series,2011,South America,Silver,Hybrid,Automatic,2.4,150295,65561,1144,Low
16379,7 Series,2020,South America,Blue,Electric,Automatic,3.3,9464,92218,4427,Low
17244,i3,2023,Africa,Blue,Electric,Manual,3.6,194349,30450,6088,Low
31570,i3,2012,North America,Blue,Diesel,Manual,2.8,75035,31031,4432,Low
19723,5 Series,2020,Africa,Silver,Hybrid,Automatic,1.8,30335,82435,7534,High
40336,i3,2011,Africa,Silver,Hybrid,Manual,4.6,21637,110105,1576,Low
12618,X6,2012,Europe,Blue,Petrol,Automatic,2.1,191200,102616,4908,Low
5746,X1,2019,North America,Blue,Hybrid,Automatic,3.6,101941,105162,9114,High
44070,X3,2015,South America,White,Hybrid,Automatic,3.4,92113,110087,7180,High
43134,X5,2014,South America,Red,Petrol,Automatic,4.9,6286,32919,4156,Low
23575,3 Series,2017,Asia,Black,Electric,Automatic,2.5,198571,68836,3818,Low
47223,3 Series,2018,Africa,Red,Diesel,Automatic,3.1,166363,108349,8080,High
25326,5 Series,2011,North America,Silver,Diesel,Automatic,3.0,80781,81085,1295,Low
44216,i3,2018,South America,Silver,Electric,Manual,2.2,144834,61905,528,Low
19819,X5,2017,Europe,Black,Hybrid,Manual,1.8,168783,119505,3713,Low
47713,X5,2023,Asia,Blue,Diesel,Manual,1.9,33325,47166,5590,Low
45673,i8,2018,North America,White,Diesel,Automatic,4.8,46967,93523,6469,Low
41827,i3,2015,Europe,Blue,Hybrid,Manual,4.8,173619,88527,4917,Low
3840,M5,2013,South America,Silver,Petrol,Manual,4.2,197341,79287,8410,High
34965,X3,2018,Africa,Red,Electric,Automatic,1.8,121083,96936,1510,Low
5645,X1,2012,North America,Red,Diesel,Manual,4.9,149091,54025,5841,Low
33931,X1,2017,North America,Silver,Petrol,Automatic,3.7,126930,101801,1309,Low
25315,5 Series,2011,Middle East,Blue,Petrol,Automatic,3.7,180825,72581,8541,High
23046,i3,2011,Europe,White,Hybrid,Automatic,1.6,117274,59004,6643,Low
9672,M3,2023,Asia,Black,Hybrid,Manual,4.0,146816,66852,9524,High
45833,X6,2014,North America,Blue,Hybrid,Automatic,1.7,87099,48300,2700,Low
9242,7 Series,2017,North America,Black,Diesel,Automatic,3.8,146360,74062,598,Low
35274,i3,2014,Africa,White,Hybrid,Manual,3.5,29151,65525,1652,Low
32446,X1,2014,Africa,Black,Hybrid,Automatic,2.3,115592,30424,6200,Low
681,i3,2023,North America,Blue,Electric,Manual,3.6,11604,104168,1755,Low
